idade,sexo,frequencia_semanal_treino,tipo_atividade,tempo_medio_exercicio,minutos_totais_semana,preco_plano,possui_nutricionista,primeiro_PGC,ultimo_PGC,data_matricula,estado,evolucao_PGC,sexo_cod,atividade_cod,estado_cod
54,Masculino,7.0,Yoga,57.5,402.5,289.14,Não,23.5,10.5,2025-06-21,Ativa,13.0,1,9,0
53,Feminino,5.0,Futebol,65.3,326.5,91.5,Não,23.7,37.2,2020-12-31,Ativa,-13.500000000000004,0,3,0
33,Masculino,3.0,Musculação,116.6,349.8,249.1,Sim,12.3,25.1,2024-01-12,Ativa,-12.8,1,4,0
55,Outro,4.0,Natação,45.7,203.5,119.32,Sim,28.2,14.5,2023-04-26,Sedentária,13.7,2,6,1
30,Outro,7.0,Yoga,64.0,448.0,75.44,Não,33.0,20.7,2025-05-14,Ativa,12.3,2,9,0
38,Outro,2.0,Musculação,117.5,235.0,72.42,Sim,25.3,25.9,2024-05-19,Ativa,-0.5999999999999979,2,4,0
60,Feminino,1.0,CrossFit,79.3,79.3,253.85,Sim,33.2,20.8,2021-06-21,Ativa,12.400000000000002,0,1,0
23,Feminino,5.0,CrossFit,84.0,420.0,116.17,Sim,25.1,35.3,2021-12-22,Ativa,-10.199999999999996,0,1,0
34,Feminino,5.0,CrossFit,117.3,586.5,187.65,Não,13.1,36.6,2020-02-15,Ativa,-23.5,0,1,0
55,Outro,4.0,Yoga,42.7,170.8,239.65,Sim,35.8,24.9,2021-10-16,Ativa,10.899999999999999,2,9,0
39,Feminino,7.0,Yoga,30.7,214.9,257.78,Sim,13.1,27.0,2021-12-19,Ativa,-13.9,0,9,0
55,Masculino,6.0,Musculação,70.55,203.5,196.72,Não,30.4,23.4,2021-04-01,Ativa,7.0,1,4,0
26,Feminino,3.0,Natação,23.9,71.7,146.95,Não,22.3,15.8,2025-03-29,Ativa,6.5,0,6,0
36,Masculino,6.0,CrossFit,76.8,460.8,244.82,Não,33.7,31.0,2023-04-14,Ativa,2.700000000000003,1,1,0
21,Outro,1.0,Yoga,49.7,49.7,165.25,Não,11.2,30.9,2022-07-19,Ativa,-19.7,2,9,0
57,Masculino,6.0,Cardio,56.9,341.4,179.35,Não,27.3,13.9,2022-04-22,Ativa,13.4,1,0,0
42,Feminino,3.0,Yoga,107.8,323.4,173.16,Não,36.1,36.4,2022-05-10,Ativa,-0.29999999999999716,0,9,0
56,Outro,3.0,Yoga,116.0,348.0,79.29,Não,16.0,14.9,2023-07-13,Ativa,1.0999999999999996,2,9,0
35,Masculino,4.0,Natação,55.4,203.5,144.74,Não,26.8,35.9,2021-01-07,Sedentária,-9.099999999999998,1,6,1
20,Outro,1.0,Cardio,52.5,52.5,254.13,Sim,33.2,18.1,2020-11-28,Ativa,15.100000000000001,2,0,0
32,Outro,0.0,CrossFit,79.1,0.0,141.79,Não,16.6,27.8,2021-02-09,Sedentária,-11.2,2,1,1
61,Feminino,3.0,Natação,63.3,189.9,184.84,Não,28.2,26.5,2024-06-28,Ativa,1.6999999999999993,0,6,0
39,Masculino,0.0,Yoga,90.7,0.0,69.45,Não,14.4,36.5,2022-05-11,Sedentária,-22.1,1,9,1
45,Masculino,6.0,Cardio,30.6,183.6,77.52,Não,14.5,31.7,2022-08-24,Ativa,-17.2,1,0,0
57,Feminino,2.0,Musculação,51.8,103.6,246.59,Não,21.7,20.0,2021-10-01,Ativa,1.6999999999999993,0,4,0
62,Masculino,5.0,CrossFit,110.4,552.0,138.8,Não,12.5,28.5,2025-02-26,Ativa,-16.0,1,1,0
29,Outro,2.0,Musculação,86.6,173.2,137.01,Sim,31.0,12.2,2025-05-11,Ativa,18.8,2,4,0
45,Masculino,4.0,Futebol,118.1,472.4,264.98,Não,14.8,17.0,2024-07-13,Ativa,-2.1999999999999993,1,3,0
25,Outro,7.0,Futebol,21.4,149.8,280.52,Não,37.5,22.1,2024-02-27,Ativa,15.399999999999999,2,3,0
25,Outro,4.0,Yoga,80.4,321.6,106.01,Não,20.3,12.6,2020-03-18,Ativa,7.700000000000001,2,9,0
35,Masculino,7.0,Cardio,95.5,668.5,94.79,Sim,27.4,38.2,2020-12-28,Ativa,-10.800000000000004,1,0,0
32,Outro,4.0,Futebol,74.1,296.4,256.82,Sim,34.4,23.1,2021-10-14,Ativa,11.299999999999997,2,3,0
45,Outro,3.0,Yoga,109.6,328.8,114.34,Não,20.8,32.0,2020-11-16,Ativa,-11.2,2,9,0
44,Masculino,6.0,Cardio,97.9,587.4,254.5,Não,38.8,37.9,2021-08-07,Ativa,0.8999999999999986,1,0,0
54,Masculino,7.0,Cardio,34.0,238.0,232.74,Não,34.4,25.6,2023-12-19,Ativa,8.799999999999997,1,0,0
31,Feminino,2.0,CrossFit,47.9,95.8,109.47,Não,13.6,13.2,2024-01-17,Ativa,0.40000000000000036,0,1,0
28,Outro,1.0,Futebol,70.55,203.5,258.39,Não,32.9,27.4,2023-10-17,Ativa,5.5,2,3,0
18,Outro,5.0,CrossFit,40.2,201.0,252.84,Sim,12.4,14.6,2020-02-07,Ativa,-2.1999999999999993,2,1,0
25,Outro,7.0,CrossFit,21.1,147.7,87.6,Sim,14.9,19.7,2024-11-05,Ativa,-4.799999999999999,2,1,0
21,Masculino,2.0,CrossFit,55.3,110.6,284.93,Não,34.6,31.4,2021-01-30,Ativa,3.200000000000003,1,1,0
51,Feminino,2.0,Futebol,64.4,128.8,216.18,Não,33.6,30.0,2022-11-29,Ativa,3.6000000000000014,0,3,0
54,Feminino,6.0,Yoga,56.1,336.6,210.29,Sim,18.3,24.4,2020-01-21,Ativa,-6.099999999999998,0,9,0
35,Feminino,5.0,Natação,115.7,578.5,157.68,Sim,16.2,29.0,2023-02-28,Ativa,-12.8,0,6,0
43,Masculino,1.0,Yoga,63.7,63.7,101.13,Não,15.1,16.0,2021-08-16,Ativa,-0.9000000000000004,1,9,0
59,Feminino,3.0,Natação,99.3,297.9,76.04,Não,18.1,19.0,2024-12-10,Ativa,-0.8999999999999986,0,6,0
30,Feminino,6.0,CrossFit,53.8,322.8,177.91,Não,37.9,18.3,2023-08-15,Ativa,19.599999999999998,0,1,0
23,Outro,5.0,Yoga,65.9,329.5,261.81,Sim,10.1,36.4,2023-04-01,Ativa,-26.299999999999997,2,9,0
55,Outro,2.0,Cardio,92.2,184.4,141.63,Não,39.6,23.7,2024-04-27,Ativa,15.900000000000002,2,0,0
21,Masculino,4.0,Cardio,53.9,215.6,57.26,Sim,39.9,16.1,2024-11-08,Ativa,23.799999999999997,1,0,0
48,Masculino,6.0,Musculação,54.1,324.6,228.81,Sim,31.2,23.3,2020-04-16,Ativa,7.899999999999999,1,4,0
59,Feminino,0.0,CrossFit,24.1,0.0,123.83,Sim,30.8,35.5,2020-09-10,Sedentária,-4.699999999999999,0,1,1
38,Feminino,3.0,Yoga,27.0,81.0,180.52,Não,34.0,34.1,2022-03-28,Ativa,-0.10000000000000142,0,9,0
57,Outro,0.0,Futebol,118.5,0.0,69.05,Não,28.0,24.4,2020-09-23,Sedentária,3.6000000000000014,2,3,1
54,Outro,3.0,CrossFit,93.2,279.6,249.37,Sim,19.7,12.0,2021-06-06,Ativa,7.699999999999999,2,1,0
20,Outro,7.0,Natação,21.5,150.5,133.46,Sim,37.9,36.8,2021-12-29,Ativa,1.1000000000000014,2,6,0
31,Feminino,2.0,Natação,79.5,159.0,156.25,Não,10.2,18.7,2020-01-10,Ativa,-8.5,0,6,0
37,Outro,4.0,Natação,23.0,92.0,220.72,Sim,32.0,25.1,2024-04-09,Ativa,6.899999999999999,2,6,0
37,Outro,2.0,Natação,106.1,212.2,177.52,Sim,24.4,35.5,2021-04-13,Ativa,-11.100000000000001,2,6,0
25,Outro,2.0,Natação,28.3,56.6,126.97,Sim,26.0,15.0,2025-01-31,Ativa,11.0,2,6,0
60,Feminino,3.0,Natação,90.9,272.7,202.69,Sim,29.6,26.3,2023-06-20,Ativa,3.3000000000000007,0,6,0
46,Outro,0.0,Fut,72.4,0.0,227.66,Não,29.9,34.9,2022-11-11,Sedentária,-5.0,2,2,1
24,Masculino,7.0,Cardio,90.3,632.1,102.54,Sim,36.1,13.7,2024-12-30,Ativa,22.400000000000002,1,0,0
27,Outro,4.0,Futebol,65.5,262.0,52.93,Não,28.6,25.3,2022-09-22,Ativa,3.3000000000000007,2,3,0
21,Masculino,6.0,Futebol,24.8,148.8,175.96,Sim,24.0,25.2,2021-06-23,Ativa,-1.1999999999999993,1,3,0
62,Masculino,2.0,Cardio,40.8,81.6,169.4,Não,35.9,33.1,2022-10-03,Ativa,2.799999999999997,1,0,0
58,Masculino,4.0,Cardio,55.0,220.0,85.7,Sim,17.9,12.8,2020-02-09,Ativa,5.099999999999998,1,0,0
30,Outro,6.0,Cardio,82.5,495.0,208.0,Não,24.1,14.6,2023-07-18,Ativa,9.500000000000002,2,0,0
62,Masculino,7.0,Natação,99.7,697.9,67.5,Sim,12.1,30.6,2023-10-21,Ativa,-18.5,1,6,0
27,Masculino,4.0,Futebol,26.1,104.4,109.01,Sim,11.6,10.9,2023-02-01,Ativa,0.6999999999999993,1,3,0
28,Masculino,4.0,Yoga,75.1,300.4,171.94,Não,14.2,37.4,2020-06-09,Ativa,-23.2,1,9,0
53,Feminino,2.0,Natação,52.1,104.2,115.49,Sim,39.2,10.4,2024-06-01,Ativa,28.800000000000004,0,6,0
25,Masculino,2.0,Yoga,64.8,129.6,173.07,Não,13.5,14.5,2020-07-06,Ativa,-1.0,1,9,0
25,Masculino,3.0,Musculação,57.4,172.2,96.39,Sim,32.6,39.8,2022-04-16,Ativa,-7.199999999999996,1,4,0
22,Feminino,4.0,Cardio,119.6,203.5,64.44,Sim,18.7,27.3,2023-02-08,Sedentária,-8.600000000000001,0,0,1
62,Outro,5.0,CrossFit,63.9,319.5,157.65,Sim,25.9,17.3,2021-08-11,Ativa,8.599999999999998,2,1,0
58,Outro,1.0,Cardio,69.9,69.9,241.73,Sim,39.6,35.7,2022-04-06,Ativa,3.8999999999999986,2,0,0
51,Masculino,2.0,Cardio,98.0,196.0,202.02,Não,24.7,31.9,2022-05-24,Ativa,-7.199999999999999,1,0,0
34,Outro,5.0,Musculação,40.7,203.5,264.86,Não,38.2,31.6,2021-12-05,Ativa,6.600000000000001,2,4,0
23,Masculino,2.0,Musculação,29.5,59.0,273.61,Sim,18.1,31.7,2024-03-10,Ativa,-13.599999999999998,1,4,0
62,Outro,3.0,Musculação,20.6,61.8,91.17,Sim,10.6,10.7,2023-02-18,Ativa,-0.09999999999999964,2,4,0
41,Outro,7.0,Futebol,65.5,458.5,71.66,Sim,22.2,12.8,2024-02-04,Ativa,9.399999999999999,2,3,0
31,Outro,7.0,Futebol,22.6,158.2,197.59,Sim,15.5,15.0,2020-07-17,Ativa,0.5,2,3,0
61,Outro,0.0,Futebol,107.7,0.0,227.52,Não,17.5,27.6,2022-02-06,Sedentária,-10.100000000000001,2,3,1
23,Outro,4.0,CrossFit,52.7,210.8,253.48,Sim,35.1,35.8,2021-03-05,Ativa,-0.6999999999999957,2,1,0
36,Outro,6.0,Cardio,36.0,216.0,197.6,Sim,25.9,35.1,2022-11-16,Ativa,-9.200000000000003,2,0,0
48,Masculino,5.0,Futebol,38.0,190.0,211.17,Sim,24.4,15.8,2020-11-18,Ativa,8.599999999999998,1,3,0
40,Outro,6.0,Cardio,37.1,222.6,163.41,Não,32.1,29.5,2024-08-01,Ativa,2.6000000000000014,2,0,0
43,Feminino,5.0,Cardio,30.3,151.5,197.65,Sim,37.3,16.8,2024-01-27,Ativa,20.499999999999996,0,0,0
62,Outro,0.0,Yoga,120.0,0.0,131.14,Não,24.7,21.9,2021-08-08,Sedentária,2.8000000000000007,2,9,1
23,Masculino,4.0,Natação,33.3,133.2,220.98,Não,17.9,26.1,2024-12-28,Ativa,-8.200000000000003,1,6,0
46,Outro,0.0,Futebol,100.1,0.0,116.43,Não,31.5,22.6,2023-07-09,Sedentária,8.899999999999999,2,3,1
34,Masculino,5.0,Yoga,84.0,420.0,231.33,Não,20.2,35.6,2024-11-18,Ativa,-15.400000000000002,1,9,0
37,Outro,5.0,Yoga,56.1,280.5,54.51,Sim,34.7,20.8,2024-12-14,Ativa,13.900000000000002,2,9,0
36,Outro,7.0,Yoga,73.6,515.2,206.91,Sim,19.6,23.8,2025-03-29,Ativa,-4.199999999999999,2,9,0
26,Masculino,4.0,CrossFit,83.3,333.2,259.86,Não,12.8,27.2,2025-03-17,Ativa,-14.399999999999999,1,1,0
40,Masculino,6.0,Musculação,40.0,240.0,59.68,Sim,29.2,32.4,2022-04-21,Ativa,-3.1999999999999993,1,4,0
55,Feminino,0.0,CrossFit,103.1,0.0,76.1,Não,13.3,27.2,2025-03-02,Sedentária,-13.899999999999999,0,1,1
40,Feminino,6.0,CrossFit,47.9,287.4,157.31,Não,32.1,33.8,2024-09-25,Ativa,-1.6999999999999957,0,1,0
24,Feminino,4.0,Yoga,25.8,103.2,166.73,Sim,31.0,18.4,2022-04-11,Ativa,12.600000000000001,0,9,0
59,Feminino,4.0,Futebol,86.2,344.8,62.8,Sim,24.7,10.0,2021-08-09,Ativa,14.7,0,3,0
19,Feminino,1.0,Cardio,71.8,71.8,79.48,Não,31.3,31.1,2024-11-23,Ativa,0.1999999999999993,0,0,0
38,Outro,1.0,Natação,27.7,27.7,225.74,Não,34.2,13.7,2024-07-16,Ativa,20.500000000000004,2,6,0
49,Outro,5.0,Yoga,26.1,130.5,256.08,Sim,19.7,20.7,2023-07-14,Ativa,-1.0,2,9,0
33,Feminino,6.0,Futebol,47.0,282.0,180.0,Sim,19.9,18.1,2022-11-21,Ativa,1.7999999999999972,0,3,0
62,Outro,6.0,Cardio,91.3,547.8,81.74,Sim,37.0,25.2,2025-04-30,Ativa,11.8,2,0,0
42,Masculino,7.0,Fut,62.6,438.2,55.35,Não,39.9,31.6,2021-12-15,Ativa,8.299999999999997,1,2,0
23,Masculino,3.0,Yoga,114.5,343.5,231.33,Não,29.1,18.6,2022-07-11,Ativa,10.5,1,9,0
59,Masculino,1.0,Yoga,70.55,203.5,118.65,Não,11.5,33.7,2023-06-06,Ativa,-22.200000000000003,1,9,0
24,Masculino,5.0,Natação,70.55,203.5,283.58,Sim,24.8,35.1,2020-05-11,Ativa,-10.3,1,6,0
21,Masculino,6.0,CrossFit,81.0,486.0,161.39,Sim,26.1,21.9,2022-08-08,Ativa,4.200000000000003,1,1,0
28,Masculino,6.0,Musculação,106.8,640.8,64.82,Não,26.8,36.1,2023-01-06,Ativa,-9.3,1,4,0
53,Outro,7.0,Yoga,67.6,473.2,165.85,Sim,24.6,30.6,2024-09-16,Ativa,-6.0,2,9,0
48,Outro,1.0,Cardio,38.0,38.0,285.53,Não,15.3,13.2,2025-01-03,Ativa,2.1000000000000014,2,0,0
20,Masculino,5.0,Musculação,70.55,203.5,127.4,Sim,29.6,35.3,2024-06-06,Ativa,-5.699999999999996,1,4,0
54,Feminino,7.0,Natação,59.2,414.4,121.5,Sim,32.9,28.2,2020-07-09,Ativa,4.699999999999999,0,6,0
35,Feminino,5.0,Musculação,108.8,544.0,172.32,Não,28.6,14.6,2021-04-04,Ativa,14.000000000000002,0,4,0
45,Feminino,4.0,Yoga,79.5,318.0,101.88,Não,17.7,17.5,2024-02-03,Ativa,0.1999999999999993,0,9,0
28,Outro,0.0,Natação,114.0,0.0,278.28,Não,14.0,19.1,2021-07-29,Sedentária,-5.100000000000001,2,6,1
36,Outro,0.0,Cardio,25.0,0.0,215.2,Não,21.7,19.4,2020-09-17,Sedentária,2.3000000000000007,2,0,1
44,Masculino,6.0,Cardio,92.9,557.4,190.16,Sim,15.5,18.8,2020-02-02,Ativa,-3.3000000000000007,1,0,0
49,Outro,0.0,CrossFit,101.8,0.0,102.45,Sim,39.0,31.2,2022-03-03,Sedentária,7.800000000000001,2,1,1
45,Outro,6.0,Yoga,31.7,190.2,66.91,Não,22.4,31.3,2020-12-28,Ativa,-8.900000000000002,2,9,0
45,Masculino,3.0,Musculação,56.3,168.9,113.7,Não,25.6,11.5,2022-09-29,Ativa,14.100000000000001,1,4,0
55,Outro,2.0,Musculação,58.8,117.6,286.4,Sim,35.4,21.4,2024-08-10,Ativa,14.0,2,4,0
58,Outro,4.0,CrossFit,104.0,203.5,153.81,Não,37.9,17.1,2021-12-04,Sedentária,20.799999999999997,2,1,1
34,Feminino,2.0,Natação,73.8,147.6,144.22,Não,21.0,18.8,2020-07-09,Ativa,2.1999999999999993,0,6,0
55,Masculino,2.0,Soccer,46.0,92.0,205.2,Não,25.3,17.7,2024-10-26,Ativa,7.600000000000001,1,7,0
32,Feminino,7.0,CrossFit,46.0,322.0,227.61,Sim,14.3,37.3,2024-07-26,Ativa,-22.999999999999996,0,1,0
22,Outro,3.0,Yoga,97.6,292.8,98.42,Sim,15.7,32.4,2020-10-13,Ativa,-16.7,2,9,0
22,Feminino,5.0,Cardio,28.3,141.5,196.45,Não,26.2,39.1,2024-07-21,Ativa,-12.900000000000002,0,0,0
42,Feminino,6.0,Cardio,42.4,254.4,280.67,Não,34.7,19.8,2021-11-17,Ativa,14.900000000000002,0,0,0
36,Masculino,7.0,Musculação,59.6,417.2,166.43,Sim,21.7,20.0,2022-06-21,Ativa,1.6999999999999993,1,4,0
38,Masculino,3.0,Musculação,56.4,169.2,188.59,Sim,11.8,10.3,2020-07-15,Ativa,1.5,1,4,0
63,Outro,0.0,Futebol,83.8,0.0,243.49,Sim,13.8,33.1,2021-05-17,Sedentária,-19.3,2,3,1
20,Feminino,7.0,Yoga,63.1,441.7,71.19,Não,18.5,14.2,2022-05-13,Ativa,4.300000000000001,0,9,0
50,Masculino,5.0,Musculação,63.0,315.0,120.13,Não,20.4,26.2,2021-07-23,Ativa,-5.800000000000001,1,4,0
29,Masculino,7.0,CrossFit,94.9,664.3,120.46,Não,27.5,14.0,2023-07-25,Ativa,13.5,1,1,0
49,Masculino,5.0,Futebol,67.9,339.5,50.05,Sim,25.6,25.9,2024-06-14,Ativa,-0.29999999999999716,1,3,0
44,Feminino,5.0,Futebol,117.6,588.0,102.41,Não,18.4,12.7,2023-01-08,Ativa,5.699999999999999,0,3,0
34,Feminino,2.0,Cardio,87.8,175.6,149.54,Não,33.9,10.9,2020-11-13,Ativa,23.0,0,0,0
34,Outro,2.0,Musculação,59.5,119.0,65.99,Sim,22.0,11.5,2022-08-16,Ativa,10.5,2,4,0
34,Masculino,2.0,Musculação,37.0,74.0,291.04,Sim,25.4,10.6,2022-09-27,Ativa,14.799999999999999,1,4,0
23,Feminino,1.0,Futebol,52.1,52.1,277.81,Sim,37.7,13.2,2020-09-13,Ativa,24.500000000000004,0,3,0
21,Masculino,5.0,Cardio,32.4,162.0,149.8,Não,32.1,35.0,2022-04-07,Ativa,-2.8999999999999986,1,0,0
40,Masculino,3.0,Futebol,118.8,356.4,173.96,Não,28.9,22.0,2023-11-04,Ativa,6.899999999999999,1,3,0
37,Feminino,6.0,Natação,31.8,190.8,273.41,Sim,28.8,11.2,2022-08-29,Ativa,17.6,0,6,0
25,Outro,5.0,Natação,70.55,203.5,178.22,Não,15.6,23.5,2021-02-17,Ativa,-7.9,2,6,0
26,Masculino,6.0,Yoga,79.3,475.8,197.96,Não,18.4,20.2,2024-03-06,Ativa,-1.8000000000000007,1,9,0
30,Outro,3.0,Yoga,32.3,96.9,208.51,Sim,38.9,26.7,2021-07-28,Ativa,12.2,2,9,0
32,Outro,1.0,Yoga,37.5,37.5,295.01,Não,14.6,38.4,2020-03-19,Ativa,-23.799999999999997,2,9,0
56,Feminino,1.0,Yoga,70.55,203.5,89.57,Sim,31.0,23.2,2023-12-31,Ativa,7.800000000000001,0,9,0
40,Feminino,4.0,Yoga,75.2,203.5,91.63,Sim,20.2,29.5,2023-08-26,Sedentária,-9.3,0,9,1
60,Outro,4.0,Yoga,20.9,83.6,263.63,Não,33.0,17.8,2021-12-15,Ativa,15.2,2,9,0
22,Feminino,7.0,Futebol,69.4,485.8,163.93,Sim,38.7,32.7,2022-07-07,Ativa,6.0,0,3,0
35,Outro,3.0,Musculação,30.5,91.5,273.68,Sim,32.1,36.7,2023-04-27,Ativa,-4.600000000000001,2,4,0
26,Masculino,6.0,Natação,113.1,678.6,291.31,Sim,21.5,30.4,2025-05-04,Ativa,-8.899999999999999,1,6,0
48,Masculino,3.0,Musculação,77.5,232.5,72.1,Não,12.0,37.7,2020-05-30,Ativa,-25.700000000000003,1,4,0
37,Masculino,0.0,Musculação,101.4,0.0,66.3,Sim,37.0,37.8,2020-01-22,Sedentária,-0.7999999999999972,1,4,1
20,Outro,0.0,Yoga,72.6,0.0,104.5,Sim,38.0,25.4,2020-05-05,Sedentária,12.600000000000001,2,9,1
61,Masculino,7.0,CrossFit,106.5,745.5,174.24,Não,13.1,29.7,2025-06-02,Ativa,-16.6,1,1,0
18,Feminino,5.0,CrossFit,83.7,418.5,233.38,Não,34.7,18.3,2021-02-03,Ativa,16.400000000000002,0,1,0
47,Feminino,7.0,Futebol,105.9,741.3,271.19,Não,13.7,37.7,2024-06-29,Ativa,-24.000000000000004,0,3,0
37,Feminino,4.0,Yoga,50.8,203.2,94.09,Sim,13.9,20.3,2025-01-04,Ativa,-6.4,0,9,0
56,Feminino,4.0,Natação,81.7,326.8,94.71,Não,29.5,17.2,2025-05-20,Ativa,12.3,0,6,0
23,Feminino,7.0,Cardio,41.7,291.9,137.92,Não,32.0,37.0,2023-06-06,Ativa,-5.0,0,0,0
23,Feminino,3.0,Cardio,84.3,252.9,265.84,Não,11.7,35.5,2024-11-16,Ativa,-23.8,0,0,0
36,Feminino,3.0,CrossFit,29.8,89.4,295.09,Sim,38.1,27.5,2023-07-05,Ativa,10.600000000000001,0,1,0
35,Masculino,7.0,Musculação,29.6,207.2,285.3,Sim,36.4,29.3,2022-05-23,Ativa,7.099999999999998,1,4,0
54,Outro,5.0,Cardio,95.4,477.0,177.81,Sim,32.2,38.6,2020-09-19,Ativa,-6.399999999999999,2,0,0
38,Masculino,2.0,Futebol,43.8,87.6,55.14,Não,39.4,23.9,2025-05-07,Ativa,15.5,1,3,0
62,Outro,0.0,CrossFit,54.2,0.0,115.83,Não,32.5,20.0,2020-04-07,Sedentária,12.5,2,1,1
53,Outro,0.0,Cardio,30.5,0.0,178.91,Sim,37.8,31.7,2024-04-29,Sedentária,6.099999999999998,2,0,1
47,Outro,1.0,Cardio,30.4,30.4,255.53,Sim,19.2,21.7,2021-03-20,Ativa,-2.5,2,0,0
19,Masculino,4.0,Musculação,61.2,244.8,223.3,Não,14.1,37.9,2020-09-22,Ativa,-23.799999999999997,1,4,0
35,Outro,6.0,Cardio,114.8,688.8,231.6,Não,39.5,28.5,2024-05-26,Ativa,11.0,2,0,0
42,Feminino,5.0,Natação,89.2,446.0,87.32,Sim,12.1,12.6,2021-12-19,Ativa,-0.5,0,6,0
26,Outro,6.0,Yoga,118.8,712.8,61.65,Sim,25.7,18.0,2024-06-05,Ativa,7.699999999999999,2,9,0
58,Masculino,4.0,Natação,68.0,272.0,108.31,Não,10.3,20.5,2020-03-20,Ativa,-10.2,1,6,0
24,Feminino,4.0,Yoga,110.6,442.4,187.18,Não,15.0,13.4,2023-10-16,Ativa,1.5999999999999996,0,9,0
39,Masculino,4.0,Futebol,20.3,81.2,216.13,Não,29.3,22.1,2020-02-04,Ativa,7.199999999999999,1,3,0
58,Outro,2.0,Cardio,97.7,195.4,94.45,Não,12.8,33.6,2023-11-23,Ativa,-20.8,2,0,0
64,Outro,1.0,Futebol,119.2,119.2,197.32,Sim,37.8,21.9,2023-04-14,Ativa,15.899999999999999,2,3,0
39,Outro,4.0,Musculação,63.7,203.5,190.7,Sim,37.7,27.3,2024-05-12,Sedentária,10.400000000000002,2,4,1
45,Masculino,0.0,Natação,116.9,0.0,197.02,Sim,10.7,18.1,2020-09-16,Sedentária,-7.400000000000002,1,6,1
57,Masculino,5.0,CrossFit,82.8,414.0,104.83,Sim,18.0,23.5,2022-05-02,Ativa,-5.5,1,1,0
20,Feminino,3.0,Natação,46.6,139.8,189.81,Sim,13.4,26.7,2025-07-28,Ativa,-13.299999999999999,0,6,0
43,Masculino,2.0,Futebol,20.6,41.2,248.25,Não,14.9,18.7,2020-08-19,Ativa,-3.799999999999999,1,3,0
60,Feminino,2.0,Natação,70.55,203.5,103.14,Não,22.3,23.8,2025-05-22,Ativa,-1.5,0,6,0
33,Feminino,4.0,Fut,53.6,214.4,272.3,Não,39.2,39.0,2024-01-24,Ativa,0.20000000000000284,0,2,0
51,Outro,1.0,Futebol,25.4,25.4,122.22,Sim,24.8,21.5,2021-07-28,Ativa,3.3000000000000007,2,3,0
48,Outro,2.0,Yoga,106.0,212.0,143.47,Sim,36.7,27.4,2022-12-05,Ativa,9.300000000000004,2,9,0
38,Masculino,4.0,Natação,87.7,203.5,226.9,Sim,13.8,38.9,2020-04-04,Sedentária,-25.099999999999998,1,6,1
58,Outro,2.0,Musculação,32.1,64.2,62.81,Sim,18.4,35.3,2020-09-10,Ativa,-16.9,2,4,0
22,Masculino,1.0,CrossFit,90.9,90.9,82.97,Sim,24.5,27.8,2025-03-26,Ativa,-3.3000000000000007,1,1,0
55,Feminino,3.0,Cardio,64.8,194.4,113.06,Sim,11.6,30.7,2024-08-28,Ativa,-19.1,0,0,0
18,Masculino,6.0,Cardio,83.0,498.0,89.93,Não,21.2,11.5,2020-01-25,Ativa,9.7,1,0,0
20,Masculino,0.0,Futebol,67.8,0.0,234.24,Não,39.5,29.5,2021-06-01,Sedentária,10.0,1,3,1
50,Outro,2.0,Futebol,85.8,171.6,175.95,Não,14.8,23.7,2023-02-08,Ativa,-8.899999999999999,2,3,0
19,Masculino,5.0,Yoga,117.7,588.5,81.7,Não,20.2,39.9,2020-03-17,Ativa,-19.7,1,9,0
57,Outro,3.0,CrossFit,66.6,199.8,273.21,Sim,37.0,18.4,2025-03-11,Ativa,18.6,2,1,0
28,Outro,0.0,Natação,114.4,0.0,297.99,Sim,28.0,32.0,2025-08-30,Sedentária,-4.0,2,6,1
31,Feminino,7.0,CrossFit,91.7,641.9,114.48,Não,18.2,10.2,2021-12-22,Ativa,8.0,0,1,0
22,Masculino,4.0,Futebol,70.55,203.5,251.68,Não,25.3,33.3,2023-02-02,Sedentária,-7.9999999999999964,1,3,1
32,Masculino,6.0,Yoga,98.1,588.6,113.02,Não,34.1,32.0,2023-11-20,Ativa,2.1000000000000014,1,9,0
34,Outro,4.0,Futebol,46.5,203.5,92.11,Não,28.5,29.1,2021-08-24,Sedentária,-0.6000000000000014,2,3,1
38,Outro,6.0,Musculação,53.2,319.2,290.78,Não,12.9,22.7,2021-08-02,Ativa,-9.799999999999999,2,4,0
37,Outro,6.0,Cardio,76.3,457.8,190.16,Sim,24.0,34.6,2023-04-15,Ativa,-10.600000000000001,2,0,0
52,Outro,4.0,CrossFit,70.55,203.5,57.0,Não,31.3,13.2,2023-09-05,Ativa,18.1,2,1,0
60,Feminino,7.0,Musculação,21.7,151.9,246.95,Não,24.8,32.4,2021-01-12,Ativa,-7.599999999999998,0,4,0
63,Feminino,7.0,CrossFit,70.0,490.0,196.6,Sim,33.7,21.5,2023-09-05,Ativa,12.200000000000003,0,1,0
21,Feminino,4.0,CrossFit,21.1,84.4,192.7,Não,18.2,29.7,2023-11-30,Ativa,-11.5,0,1,0
60,Masculino,6.0,Musculação,75.5,453.0,78.36,Não,19.9,23.1,2023-12-22,Ativa,-3.200000000000003,1,4,0
36,Masculino,6.0,Musculação,70.55,203.5,133.69,Sim,33.2,29.3,2022-03-20,Ativa,3.900000000000002,1,4,0
32,Feminino,3.0,Yoga,74.2,222.6,286.53,Não,21.1,31.7,2025-03-13,Ativa,-10.599999999999998,0,9,0
